PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
300,1,1,Synthetic Passenger 0300,female,50,0,1,SYN-TICKET-0300,247.5208,B58 B60,C
301,1,3,Synthetic Passenger 0301,female,,0,0,SYN-TICKET-0301,7.75,,Q
302,1,3,Synthetic Passenger 0302,male,,2,0,SYN-TICKET-0302,23.25,,Q
303,0,3,Synthetic Passenger 0303,male,19,0,0,SYN-TICKET-0303,0,,S
304,1,2,Synthetic Passenger 0304,female,,0,0,SYN-TICKET-0304,12.35,E101,Q
305,0,3,Synthetic Passenger 0305,male,,0,0,SYN-TICKET-0305,8.05,,S
306,1,1,Synthetic Passenger 0306,male,0.92,1,2,SYN-TICKET-0306,151.55,C22 C26,S
307,1,1,Synthetic Passenger 0307,female,,0,0,SYN-TICKET-0307,110.8833,,C
308,1,1,Synthetic Passenger 0308,female,17,1,0,SYN-TICKET-0308,108.9,C65,C
309,0,2,Synthetic Passenger 0309,male,30,1,0,SYN-TICKET-0309,24,,C
310,1,1,Synthetic Passenger 0310,female,30,0,0,SYN-TICKET-0310,56.9292,E36,C
311,1,1,Synthetic Passenger 0311,female,24,0,0,SYN-TICKET-0311,83.1583,C54,C
312,1,1,Synthetic Passenger 0312,female,18,2,2,SYN-TICKET-0312,262.375,B57 B59 B63 B66,C
313,0,2,Synthetic Passenger 0313,female,26,1,1,SYN-TICKET-0313,26,,S
314,0,3,Synthetic Passenger 0314,male,28,0,0,SYN-TICKET-0314,7.8958,,S
315,0,2,Synthetic Passenger 0315,male,43,1,1,SYN-TICKET-0315,26.25,,S
316,1,3,Synthetic Passenger 0316,female,26,0,0,SYN-TICKET-0316,7.8542,,S
317,1,2,Synthetic Passenger 0317,female,24,1,0,SYN-TICKET-0317,26,,S
318,0,2,Synthetic Passenger 0318,male,54,0,0,SYN-TICKET-0318,14,,S
319,1,1,Synthetic Passenger 0319,female,31,0,2,SYN-TICKET-0319,164.8667,C7,S
320,1,1,Synthetic Passenger 0320,female,40,1,1,SYN-TICKET-0320,134.5,E34,C
321,0,3,Synthetic Passenger 0321,male,22,0,0,SYN-TICKET-0321,7.25,,S
322,0,3,Synthetic Passenger 0322,male,27,0,0,SYN-TICKET-0322,7.8958,,S
323,1,2,Synthetic Passenger 0323,female,30,0,0,SYN-TICKET-0323,12.35,,Q
324,1,2,Synthetic Passenger 0324,female,22,1,1,SYN-TICKET-0324,29,,S
325,0,3,Synthetic Passenger 0325,male,,8,2,SYN-TICKET-0325,69.55,,S
326,1,1,Synthetic Passenger 0326,female,36,0,0,SYN-TICKET-0326,135.6333,C32,C
327,0,3,Synthetic Passenger 0327,male,61,0,0,SYN-TICKET-0327,6.2375,,S
328,1,2,Synthetic Passenger 0328,female,36,0,0,SYN-TICKET-0328,13,D,S
329,1,3,Synthetic Passenger 0329,female,31,1,1,SYN-TICKET-0329,20.525,,S
330,1,1,Synthetic Passenger 0330,female,16,0,1,SYN-TICKET-0330,57.9792,B18,C
331,1,3,Synthetic Passenger 0331,female,,2,0,SYN-TICKET-0331,23.25,,Q
332,0,1,Synthetic Passenger 0332,male,45.5,0,0,SYN-TICKET-0332,28.5,C124,S
333,0,1,Synthetic Passenger 0333,male,38,0,1,SYN-TICKET-0333,153.4625,C91,S
334,0,3,Synthetic Passenger 0334,male,16,2,0,SYN-TICKET-0334,18,,S
335,1,1,Synthetic Passenger 0335,female,,1,0,SYN-TICKET-0335,133.65,,S
336,0,3,Synthetic Passenger 0336,male,,0,0,SYN-TICKET-0336,7.8958,,S
337,0,1,Synthetic Passenger 0337,male,29,1,0,SYN-TICKET-0337,66.6,C2,S
338,1,1,Synthetic Passenger 0338,female,41,0,0,SYN-TICKET-0338,134.5,E40,C
339,1,3,Synthetic Passenger 0339,male,45,0,0,SYN-TICKET-0339,8.05,,S
340,0,1,Synthetic Passenger 0340,male,45,0,0,SYN-TICKET-0340,35.5,T,S
341,1,2,Synthetic Passenger 0341,male,2,1,1,SYN-TICKET-0341,26,F2,S
342,1,1,Synthetic Passenger 0342,female,24,3,2,SYN-TICKET-0342,263,C23 C25 C27,S
343,0,2,Synthetic Passenger 0343,male,28,0,0,SYN-TICKET-0343,13,,S
344,0,2,Synthetic Passenger 0344,male,25,0,0,SYN-TICKET-0344,13,,S
345,0,2,Synthetic Passenger 0345,male,36,0,0,SYN-TICKET-0345,13,,S
346,1,2,Synthetic Passenger 0346,female,24,0,0,SYN-TICKET-0346,13,F33,S
347,1,2,Synthetic Passenger 0347,female,40,0,0,SYN-TICKET-0347,13,,S
348,1,3,Synthetic Passenger 0348,female,,1,0,SYN-TICKET-0348,16.1,,S
349,1,3,Synthetic Passenger 0349,male,3,1,1,SYN-TICKET-0349,15.9,,S
350,0,3,Synthetic Passenger 0350,male,42,0,0,SYN-TICKET-0350,8.6625,,S
351,0,3,Synthetic Passenger 0351,male,23,0,0,SYN-TICKET-0351,9.225,,S
352,0,1,Synthetic Passenger 0352,male,,0,0,SYN-TICKET-0352,35,C128,S
353,0,3,Synthetic Passenger 0353,male,15,1,1,SYN-TICKET-0353,7.2292,,C
354,0,3,Synthetic Passenger 0354,male,25,1,0,SYN-TICKET-0354,17.8,,S
355,0,3,Synthetic Passenger 0355,male,,0,0,SYN-TICKET-0355,7.225,,C
356,0,3,Synthetic Passenger 0356,male,28,0,0,SYN-TICKET-0356,9.5,,S
357,1,1,Synthetic Passenger 0357,female,22,0,1,SYN-TICKET-0357,55,E33,S
358,0,2,Synthetic Passenger 0358,female,38,0,0,SYN-TICKET-0358,13,,S
359,1,3,Synthetic Passenger 0359,female,,0,0,SYN-TICKET-0359,7.8792,,Q
360,1,3,Synthetic Passenger 0360,female,,0,0,SYN-TICKET-0360,7.8792,,Q
361,0,3,Synthetic Passenger 0361,male,40,1,4,SYN-TICKET-0361,27.9,,S
362,0,2,Synthetic Passenger 0362,male,29,1,0,SYN-TICKET-0362,27.7208,,C
363,0,3,Synthetic Passenger 0363,female,45,0,1,SYN-TICKET-0363,14.4542,,C
364,0,3,Synthetic Passenger 0364,male,35,0,0,SYN-TICKET-0364,7.05,,S
365,0,3,Synthetic Passenger 0365,male,,1,0,SYN-TICKET-0365,15.5,,Q
366,0,3,Synthetic Passenger 0366,male,30,0,0,SYN-TICKET-0366,7.25,,S
367,1,1,Synthetic Passenger 0367,female,60,1,0,SYN-TICKET-0367,75.25,D37,C
368,1,3,Synthetic Passenger 0368,female,,0,0,SYN-TICKET-0368,7.2292,,C
369,1,3,Synthetic Passenger 0369,female,,0,0,SYN-TICKET-0369,7.75,,Q
370,1,1,Synthetic Passenger 0370,female,24,0,0,SYN-TICKET-0370,69.3,B35,C
371,1,1,Synthetic Passenger 0371,male,25,1,0,SYN-TICKET-0371,55.4417,E50,C
372,0,3,Synthetic Passenger 0372,male,18,1,0,SYN-TICKET-0372,6.4958,,S
373,0,3,Synthetic Passenger 0373,male,19,0,0,SYN-TICKET-0373,8.05,,S
374,0,1,Synthetic Passenger 0374,male,22,0,0,SYN-TICKET-0374,135.6333,,C
375,0,3,Synthetic Passenger 0375,female,3,3,1,SYN-TICKET-0375,21.075,,S
376,1,1,Synthetic Passenger 0376,female,,1,0,SYN-TICKET-0376,82.1708,,C
377,1,3,Synthetic Passenger 0377,female,22,0,0,SYN-TICKET-0377,7.25,,S
378,0,1,Synthetic Passenger 0378,male,27,0,2,SYN-TICKET-0378,211.5,C82,C
379,0,3,Synthetic Passenger 0379,male,20,0,0,SYN-TICKET-0379,4.0125,,C
380,0,3,Synthetic Passenger 0380,male,19,0,0,SYN-TICKET-0380,7.775,,S
381,1,1,Synthetic Passenger 0381,female,42,0,0,SYN-TICKET-0381,227.525,,C
382,1,3,Synthetic Passenger 0382,female,1,0,2,SYN-TICKET-0382,15.7417,,C
383,0,3,Synthetic Passenger 0383,male,32,0,0,SYN-TICKET-0383,7.925,,S
384,1,1,Synthetic Passenger 0384,female,35,1,0,SYN-TICKET-0384,52,,S
385,0,3,Synthetic Passenger 0385,male,,0,0,SYN-TICKET-0385,7.8958,,S
386,0,2,Synthetic Passenger 0386,male,18,0,0,SYN-TICKET-0386,73.5,,S
387,0,3,Synthetic Passenger 0387,male,1,5,2,SYN-TICKET-0387,46.9,,S
388,1,2,Synthetic Passenger 0388,female,36,0,0,SYN-TICKET-0388,13,,S
389,0,3,Synthetic Passenger 0389,male,,0,0,SYN-TICKET-0389,7.7292,,Q
390,1,2,Synthetic Passenger 0390,female,17,0,0,SYN-TICKET-0390,12,,C
391,1,1,Synthetic Passenger 0391,male,36,1,2,SYN-TICKET-0391,120,B96 B98,S
392,1,3,Synthetic Passenger 0392,male,21,0,0,SYN-TICKET-0392,7.7958,,S
393,0,3,Synthetic Passenger 0393,male,28,2,0,SYN-TICKET-0393,7.925,,S
394,1,1,Synthetic Passenger 0394,female,23,1,0,SYN-TICKET-0394,113.275,D36,C
395,1,3,Synthetic Passenger 0395,female,24,0,2,SYN-TICKET-0395,16.7,G6,S
396,0,3,Synthetic Passenger 0396,male,22,0,0,SYN-TICKET-0396,7.7958,,S
397,0,3,Synthetic Passenger 0397,female,31,0,0,SYN-TICKET-0397,7.8542,,S
398,0,2,Synthetic Passenger 0398,male,46,0,0,SYN-TICKET-0398,26,,S
399,0,2,Synthetic Passenger 0399,male,23,0,0,SYN-TICKET-0399,10.5,,S
400,1,2,Synthetic Passenger 0400,female,28,0,0,SYN-TICKET-0400,12.65,,S
401,1,3,Synthetic Passenger 0401,male,39,0,0,SYN-TICKET-0401,7.925,,S
402,0,3,Synthetic Passenger 0402,male,26,0,0,SYN-TICKET-0402,8.05,,S
403,0,3,Synthetic Passenger 0403,female,21,1,0,SYN-TICKET-0403,9.825,,S
404,0,3,Synthetic Passenger 0404,male,28,1,0,SYN-TICKET-0404,15.85,,S
405,0,3,Synthetic Passenger 0405,female,20,0,0,SYN-TICKET-0405,8.6625,,S
406,0,2,Synthetic Passenger 0406,male,34,1,0,SYN-TICKET-0406,21,,S
407,0,3,Synthetic Passenger 0407,male,51,0,0,SYN-TICKET-0407,7.75,,S
408,1,2,Synthetic Passenger 0408,male,3,1,1,SYN-TICKET-0408,18.75,,S
409,0,3,Synthetic Passenger 0409,male,21,0,0,SYN-TICKET-0409,7.775,,S
410,0,3,Synthetic Passenger 0410,female,,3,1,SYN-TICKET-0410,25.4667,,S
411,0,3,Synthetic Passenger 0411,male,,0,0,SYN-TICKET-0411,7.8958,,S
412,0,3,Synthetic Passenger 0412,male,,0,0,SYN-TICKET-0412,6.8583,,Q
413,1,1,Synthetic Passenger 0413,female,33,1,0,SYN-TICKET-0413,90,C78,Q
414,0,2,Synthetic Passenger 0414,male,,0,0,SYN-TICKET-0414,0,,S
415,1,3,Synthetic Passenger 0415,male,44,0,0,SYN-TICKET-0415,7.925,,S
416,0,3,Synthetic Passenger 0416,female,,0,0,SYN-TICKET-0416,8.05,,S
417,1,2,Synthetic Passenger 0417,female,34,1,1,SYN-TICKET-0417,32.5,,S
418,1,2,Synthetic Passenger 0418,female,18,0,2,SYN-TICKET-0418,13,,S
419,0,2,Synthetic Passenger 0419,male,30,0,0,SYN-TICKET-0419,13,,S
420,0,3,Synthetic Passenger 0420,female,10,0,2,SYN-TICKET-0420,24.15,,S
421,0,3,Synthetic Passenger 0421,male,,0,0,SYN-TICKET-0421,7.8958,,C
422,0,3,Synthetic Passenger 0422,male,21,0,0,SYN-TICKET-0422,7.7333,,Q
423,0,3,Synthetic Passenger 0423,male,29,0,0,SYN-TICKET-0423,7.875,,S
424,0,3,Synthetic Passenger 0424,female,28,1,1,SYN-TICKET-0424,14.4,,S
425,0,3,Synthetic Passenger 0425,male,18,1,1,SYN-TICKET-0425,20.2125,,S
426,0,3,Synthetic Passenger 0426,male,,0,0,SYN-TICKET-0426,7.25,,S
427,1,2,Synthetic Passenger 0427,female,28,1,0,SYN-TICKET-0427,26,,S
428,1,2,Synthetic Passenger 0428,female,19,0,0,SYN-TICKET-0428,26,,S
429,0,3,Synthetic Passenger 0429,male,,0,0,SYN-TICKET-0429,7.75,,Q
430,1,3,Synthetic Passenger 0430,male,32,0,0,SYN-TICKET-0430,8.05,E10,S
431,1,1,Synthetic Passenger 0431,male,28,0,0,SYN-TICKET-0431,26.55,C52,S
432,1,3,Synthetic Passenger 0432,female,,1,0,SYN-TICKET-0432,16.1,,S
433,1,2,Synthetic Passenger 0433,female,42,1,0,SYN-TICKET-0433,26,,S
434,0,3,Synthetic Passenger 0434,male,17,0,0,SYN-TICKET-0434,7.125,,S
435,0,1,Synthetic Passenger 0435,male,50,1,0,SYN-TICKET-0435,55.9,E44,S
436,1,1,Synthetic Passenger 0436,female,14,1,2,SYN-TICKET-0436,120,B96 B98,S
437,0,3,Synthetic Passenger 0437,female,21,2,2,SYN-TICKET-0437,34.375,,S
438,1,2,Synthetic Passenger 0438,female,24,2,3,SYN-TICKET-0438,18.75,,S
439,0,1,Synthetic Passenger 0439,male,64,1,4,SYN-TICKET-0439,263,C23 C25 C27,S
440,0,2,Synthetic Passenger 0440,male,31,0,0,SYN-TICKET-0440,10.5,,S
441,1,2,Synthetic Passenger 0441,female,45,1,1,SYN-TICKET-0441,26.25,,S
442,0,3,Synthetic Passenger 0442,male,20,0,0,SYN-TICKET-0442,9.5,,S
443,0,3,Synthetic Passenger 0443,male,25,1,0,SYN-TICKET-0443,7.775,,S
444,1,2,Synthetic Passenger 0444,female,28,0,0,SYN-TICKET-0444,13,,S
445,1,3,Synthetic Passenger 0445,male,,0,0,SYN-TICKET-0445,8.1125,,S
446,1,1,Synthetic Passenger 0446,male,4,0,2,SYN-TICKET-0446,81.8583,A34,S
447,1,2,Synthetic Passenger 0447,female,13,0,1,SYN-TICKET-0447,19.5,,S
448,1,1,Synthetic Passenger 0448,male,34,0,0,SYN-TICKET-0448,26.55,,S
449,1,3,Synthetic Passenger 0449,female,5,2,1,SYN-TICKET-0449,19.2583,,C
450,1,1,Synthetic Passenger 0450,male,52,0,0,SYN-TICKET-0450,30.5,C104,S
451,0,2,Synthetic Passenger 0451,male,36,1,2,SYN-TICKET-0451,27.75,,S
452,0,3,Synthetic Passenger 0452,male,,1,0,SYN-TICKET-0452,19.9667,,S
453,0,1,Synthetic Passenger 0453,male,30,0,0,SYN-TICKET-0453,27.75,C111,C
454,1,1,Synthetic Passenger 0454,male,49,1,0,SYN-TICKET-0454,89.1042,C92,C
455,0,3,Synthetic Passenger 0455,male,,0,0,SYN-TICKET-0455,8.05,,S
456,1,3,Synthetic Passenger 0456,male,29,0,0,SYN-TICKET-0456,7.8958,,C
457,0,1,Synthetic Passenger 0457,male,65,0,0,SYN-TICKET-0457,26.55,E38,S
458,1,1,Synthetic Passenger 0458,female,,1,0,SYN-TICKET-0458,51.8625,D21,S
459,1,2,Synthetic Passenger 0459,female,50,0,0,SYN-TICKET-0459,10.5,,S
460,0,3,Synthetic Passenger 0460,male,,0,0,SYN-TICKET-0460,7.75,,Q
461,1,1,Synthetic Passenger 0461,male,48,0,0,SYN-TICKET-0461,26.55,E12,S
462,0,3,Synthetic Passenger 0462,male,34,0,0,SYN-TICKET-0462,8.05,,S
463,0,1,Synthetic Passenger 0463,male,47,0,0,SYN-TICKET-0463,38.5,E63,S
464,0,2,Synthetic Passenger 0464,male,48,0,0,SYN-TICKET-0464,13,,S
465,0,3,Synthetic Passenger 0465,male,,0,0,SYN-TICKET-0465,8.05,,S
466,0,3,Synthetic Passenger 0466,male,38,0,0,SYN-TICKET-0466,7.05,,S
467,0,2,Synthetic Passenger 0467,male,,0,0,SYN-TICKET-0467,0,,S
468,0,1,Synthetic Passenger 0468,male,56,0,0,SYN-TICKET-0468,26.55,,S
469,0,3,Synthetic Passenger 0469,male,,0,0,SYN-TICKET-0469,7.725,,Q
470,1,3,Synthetic Passenger 0470,female,0.75,2,1,SYN-TICKET-0470,19.2583,,C
471,0,3,Synthetic Passenger 0471,male,,0,0,SYN-TICKET-0471,7.25,,S
472,0,3,Synthetic Passenger 0472,male,38,0,0,SYN-TICKET-0472,8.6625,,S
473,1,2,Synthetic Passenger 0473,female,33,1,2,SYN-TICKET-0473,27.75,,S
474,1,2,Synthetic Passenger 0474,female,23,0,0,SYN-TICKET-0474,13.7917,D,C
475,0,3,Synthetic Passenger 0475,female,22,0,0,SYN-TICKET-0475,9.8375,,S
476,0,1,Synthetic Passenger 0476,male,,0,0,SYN-TICKET-0476,52,A14,S
477,0,2,Synthetic Passenger 0477,male,34,1,0,SYN-TICKET-0477,21,,S
478,0,3,Synthetic Passenger 0478,male,29,1,0,SYN-TICKET-0478,7.0458,,S
479,0,3,Synthetic Passenger 0479,male,22,0,0,SYN-TICKET-0479,7.5208,,S
480,1,3,Synthetic Passenger 0480,female,2,0,1,SYN-TICKET-0480,12.2875,,S
481,0,3,Synthetic Passenger 0481,male,9,5,2,SYN-TICKET-0481,46.9,,S
482,0,2,Synthetic Passenger 0482,male,,0,0,SYN-TICKET-0482,0,,S
483,0,3,Synthetic Passenger 0483,male,50,0,0,SYN-TICKET-0483,8.05,,S
484,1,3,Synthetic Passenger 0484,female,63,0,0,SYN-TICKET-0484,9.5875,,S
485,1,1,Synthetic Passenger 0485,male,25,1,0,SYN-TICKET-0485,91.0792,B49,C
486,0,3,Synthetic Passenger 0486,female,,3,1,SYN-TICKET-0486,25.4667,,S
487,1,1,Synthetic Passenger 0487,female,35,1,0,SYN-TICKET-0487,90,C93,S
488,0,1,Synthetic Passenger 0488,male,58,0,0,SYN-TICKET-0488,29.7,B37,C
489,0,3,Synthetic Passenger 0489,male,30,0,0,SYN-TICKET-0489,8.05,,S
490,1,3,Synthetic Passenger 0490,male,9,1,1,SYN-TICKET-0490,15.9,,S
491,0,3,Synthetic Passenger 0491,male,,1,0,SYN-TICKET-0491,19.9667,,S
492,0,3,Synthetic Passenger 0492,male,21,0,0,SYN-TICKET-0492,7.25,,S
493,0,1,Synthetic Passenger 0493,male,55,0,0,SYN-TICKET-0493,30.5,C30,S
494,0,1,Synthetic Passenger 0494,male,71,0,0,SYN-TICKET-0494,49.5042,,C
495,0,3,Synthetic Passenger 0495,male,21,0,0,SYN-TICKET-0495,8.05,,S
496,0,3,Synthetic Passenger 0496,male,,0,0,SYN-TICKET-0496,14.4583,,C
497,1,1,Synthetic Passenger 0497,female,54,1,0,SYN-TICKET-0497,78.2667,D20,C
498,0,3,Synthetic Passenger 0498,male,,0,0,SYN-TICKET-0498,15.1,,S
499,0,1,Synthetic Passenger 0499,female,25,1,2,SYN-TICKET-0499,151.55,C22 C26,S
500,0,3,Synthetic Passenger 0500,male,24,0,0,SYN-TICKET-0500,7.7958,,S
501,0,3,Synthetic Passenger 0501,male,17,0,0,SYN-TICKET-0501,8.6625,,S
502,0,3,Synthetic Passenger 0502,female,21,0,0,SYN-TICKET-0502,7.75,,Q
503,0,3,Synthetic Passenger 0503,female,,0,0,SYN-TICKET-0503,7.6292,,Q
504,0,3,Synthetic Passenger 0504,female,37,0,0,SYN-TICKET-0504,9.5875,,S
505,1,1,Synthetic Passenger 0505,female,16,0,0,SYN-TICKET-0505,86.5,B79,S
506,0,1,Synthetic Passenger 0506,male,18,1,0,SYN-TICKET-0506,108.9,C65,C
507,1,2,Synthetic Passenger 0507,female,33,0,2,SYN-TICKET-0507,26,,S
508,1,1,Synthetic Passenger 0508,male,,0,0,SYN-TICKET-0508,26.55,,S
509,0,3,Synthetic Passenger 0509,male,28,0,0,SYN-TICKET-0509,22.525,,S
510,1,3,Synthetic Passenger 0510,male,26,0,0,SYN-TICKET-0510,56.4958,,S
511,1,3,Synthetic Passenger 0511,male,29,0,0,SYN-TICKET-0511,7.75,,Q
512,0,3,Synthetic Passenger 0512,male,,0,0,SYN-TICKET-0512,8.05,,S
513,1,1,Synthetic Passenger 0513,male,36,0,0,SYN-TICKET-0513,26.2875,E25,S
514,1,1,Synthetic Passenger 0514,female,54,1,0,SYN-TICKET-0514,59.4,,C
515,0,3,Synthetic Passenger 0515,male,24,0,0,SYN-TICKET-0515,7.4958,,S
516,0,1,Synthetic Passenger 0516,male,47,0,0,SYN-TICKET-0516,34.0208,D46,S
517,1,2,Synthetic Passenger 0517,female,34,0,0,SYN-TICKET-0517,10.5,F33,S
518,0,3,Synthetic Passenger 0518,male,,0,0,SYN-TICKET-0518,24.15,,Q
519,1,2,Synthetic Passenger 0519,female,36,1,0,SYN-TICKET-0519,26,,S
520,0,3,Synthetic Passenger 0520,male,32,0,0,SYN-TICKET-0520,7.8958,,S
521,1,1,Synthetic Passenger 0521,female,30,0,0,SYN-TICKET-0521,93.5,B73,S
522,0,3,Synthetic Passenger 0522,male,22,0,0,SYN-TICKET-0522,7.8958,,S
523,0,3,Synthetic Passenger 0523,male,,0,0,SYN-TICKET-0523,7.225,,C
524,1,1,Synthetic Passenger 0524,female,44,0,1,SYN-TICKET-0524,57.9792,B18,C
525,0,3,Synthetic Passenger 0525,male,,0,0,SYN-TICKET-0525,7.2292,,C
526,0,3,Synthetic Passenger 0526,male,40.5,0,0,SYN-TICKET-0526,7.75,,Q
527,1,2,Synthetic Passenger 0527,female,50,0,0,SYN-TICKET-0527,10.5,,S
528,0,1,Synthetic Passenger 0528,male,,0,0,SYN-TICKET-0528,221.7792,C95,S
529,0,3,Synthetic Passenger 0529,male,39,0,0,SYN-TICKET-0529,7.925,,S
530,0,2,Synthetic Passenger 0530,male,23,2,1,SYN-TICKET-0530,11.5,,S
531,1,2,Synthetic Passenger 0531,female,2,1,1,SYN-TICKET-0531,26,,S
532,0,3,Synthetic Passenger 0532,male,,0,0,SYN-TICKET-0532,7.2292,,C
533,0,3,Synthetic Passenger 0533,male,17,1,1,SYN-TICKET-0533,7.2292,,C
534,1,3,Synthetic Passenger 0534,female,,0,2,SYN-TICKET-0534,22.3583,,C
535,0,3,Synthetic Passenger 0535,female,30,0,0,SYN-TICKET-0535,8.6625,,S
536,1,2,Synthetic Passenger 0536,female,7,0,2,SYN-TICKET-0536,26.25,,S
537,0,1,Synthetic Passenger 0537,male,45,0,0,SYN-TICKET-0537,26.55,B38,S
538,1,1,Synthetic Passenger 0538,female,30,0,0,SYN-TICKET-0538,106.425,,C
539,0,3,Synthetic Passenger 0539,male,,0,0,SYN-TICKET-0539,14.5,,S
540,1,1,Synthetic Passenger 0540,female,22,0,2,SYN-TICKET-0540,49.5,B39,C
541,1,1,Synthetic Passenger 0541,female,36,0,2,SYN-TICKET-0541,71,B22,S
542,0,3,Synthetic Passenger 0542,female,9,4,2,SYN-TICKET-0542,31.275,,S
543,0,3,Synthetic Passenger 0543,female,11,4,2,SYN-TICKET-0543,31.275,,S
544,1,2,Synthetic Passenger 0544,male,32,1,0,SYN-TICKET-0544,26,,S
545,0,1,Synthetic Passenger 0545,male,50,1,0,SYN-TICKET-0545,106.425,C86,C
546,0,1,Synthetic Passenger 0546,male,64,0,0,SYN-TICKET-0546,26,,S
547,1,2,Synthetic Passenger 0547,female,19,1,0,SYN-TICKET-0547,26,,S
548,1,2,Synthetic Passenger 0548,male,,0,0,SYN-TICKET-0548,13.8625,,C
549,0,3,Synthetic Passenger 0549,male,33,1,1,SYN-TICKET-0549,20.525,,S
550,1,2,Synthetic Passenger 0550,male,8,1,1,SYN-TICKET-0550,36.75,,S
551,1,1,Synthetic Passenger 0551,male,17,0,2,SYN-TICKET-0551,110.8833,C70,C
552,0,2,Synthetic Passenger 0552,male,27,0,0,SYN-TICKET-0552,26,,S
553,0,3,Synthetic Passenger 0553,male,,0,0,SYN-TICKET-0553,7.8292,,Q
554,1,3,Synthetic Passenger 0554,male,22,0,0,SYN-TICKET-0554,7.225,,C
555,1,3,Synthetic Passenger 0555,female,22,0,0,SYN-TICKET-0555,7.775,,S
556,0,1,Synthetic Passenger 0556,male,62,0,0,SYN-TICKET-0556,26.55,,S
557,1,1,Synthetic Passenger 0557,female,48,1,0,SYN-TICKET-0557,39.6,A16,C
558,0,1,Synthetic Passenger 0558,male,,0,0,SYN-TICKET-0558,227.525,,C
559,1,1,Synthetic Passenger 0559,female,39,1,1,SYN-TICKET-0559,79.65,E67,S
560,1,3,Synthetic Passenger 0560,female,36,1,0,SYN-TICKET-0560,17.4,,S
561,0,3,Synthetic Passenger 0561,male,,0,0,SYN-TICKET-0561,7.75,,Q
562,0,3,Synthetic Passenger 0562,male,40,0,0,SYN-TICKET-0562,7.8958,,S
563,0,2,Synthetic Passenger 0563,male,28,0,0,SYN-TICKET-0563,13.5,,S
564,0,3,Synthetic Passenger 0564,male,,0,0,SYN-TICKET-0564,8.05,,S
565,0,3,Synthetic Passenger 0565,female,,0,0,SYN-TICKET-0565,8.05,,S
566,0,3,Synthetic Passenger 0566,male,24,2,0,SYN-TICKET-0566,24.15,,S
567,0,3,Synthetic Passenger 0567,male,19,0,0,SYN-TICKET-0567,7.8958,,S
568,0,3,Synthetic Passenger 0568,female,29,0,4,SYN-TICKET-0568,21.075,,S
569,0,3,Synthetic Passenger 0569,male,,0,0,SYN-TICKET-0569,7.2292,,C
570,1,3,Synthetic Passenger 0570,male,32,0,0,SYN-TICKET-0570,7.8542,,S
571,1,2,Synthetic Passenger 0571,male,62,0,0,SYN-TICKET-0571,10.5,,S
572,1,1,Synthetic Passenger 0572,female,53,2,0,SYN-TICKET-0572,51.4792,C101,S
573,1,1,Synthetic Passenger 0573,male,36,0,0,SYN-TICKET-0573,26.3875,E25,S
574,1,3,Synthetic Passenger 0574,female,,0,0,SYN-TICKET-0574,7.75,,Q
575,0,3,Synthetic Passenger 0575,male,16,0,0,SYN-TICKET-0575,8.05,,S
576,0,3,Synthetic Passenger 0576,male,19,0,0,SYN-TICKET-0576,14.5,,S
577,1,2,Synthetic Passenger 0577,female,34,0,0,SYN-TICKET-0577,13,,S
578,1,1,Synthetic Passenger 0578,female,39,1,0,SYN-TICKET-0578,55.9,E44,S
579,0,3,Synthetic Passenger 0579,female,,1,0,SYN-TICKET-0579,14.4583,,C
580,1,3,Synthetic Passenger 0580,male,32,0,0,SYN-TICKET-0580,7.925,,S
581,1,2,Synthetic Passenger 0581,female,25,1,1,SYN-TICKET-0581,30,,S
582,1,1,Synthetic Passenger 0582,female,39,1,1,SYN-TICKET-0582,110.8833,C68,C
583,0,2,Synthetic Passenger 0583,male,54,0,0,SYN-TICKET-0583,26,,S
584,0,1,Synthetic Passenger 0584,male,36,0,0,SYN-TICKET-0584,40.125,A10,C
585,0,3,Synthetic Passenger 0585,male,,0,0,SYN-TICKET-0585,8.7125,,C
586,1,1,Synthetic Passenger 0586,female,18,0,2,SYN-TICKET-0586,79.65,E68,S
587,0,2,Synthetic Passenger 0587,male,47,0,0,SYN-TICKET-0587,15,,S
588,1,1,Synthetic Passenger 0588,male,60,1,1,SYN-TICKET-0588,79.2,B41,C
589,0,3,Synthetic Passenger 0589,male,22,0,0,SYN-TICKET-0589,8.05,,S
590,0,3,Synthetic Passenger 0590,male,,0,0,SYN-TICKET-0590,8.05,,S
591,0,3,Synthetic Passenger 0591,male,35,0,0,SYN-TICKET-0591,7.125,,S
592,1,1,Synthetic Passenger 0592,female,52,1,0,SYN-TICKET-0592,78.2667,D20,C
593,0,3,Synthetic Passenger 0593,male,47,0,0,SYN-TICKET-0593,7.25,,S
594,0,3,Synthetic Passenger 0594,female,,0,2,SYN-TICKET-0594,7.75,,Q
595,0,2,Synthetic Passenger 0595,male,37,1,0,SYN-TICKET-0595,26,,S
596,0,3,Synthetic Passenger 0596,male,36,1,1,SYN-TICKET-0596,24.15,,S
597,1,2,Synthetic Passenger 0597,female,,0,0,SYN-TICKET-0597,33,,S
598,0,3,Synthetic Passenger 0598,male,49,0,0,SYN-TICKET-0598,0,,S
599,0,3,Synthetic Passenger 0599,male,,0,0,SYN-TICKET-0599,7.225,,C
